Date,Open,High,Low,Close,Adj Close,Volume
2015-10-12,1327.500000,1330.180054,1293.500000,1296.300049,1139.436157,2455912
2015-10-13,1301.400024,1306.000000,1283.800049,1299.280029,1142.055786,6179712
2015-10-14,1274.000000,1274.000000,1240.000000,1241.849976,1091.575195,8337128
2015-10-15,1245.000000,1251.750000,1232.500000,1233.880005,1084.569824,3215710
2015-10-16,1240.449951,1246.000000,1235.000000,1236.000000,1086.433105,2333828
2015-10-19,1245.000000,1247.469971,1227.930054,1244.380005,1093.799194,3130642
2015-10-20,1248.119995,1265.000000,1247.800049,1263.380005,1110.500000,2695084
2015-10-21,1267.500000,1271.000000,1261.119995,1265.000000,1116.785767,1929688
2015-10-23,1274.000000,1274.000000,1263.650024,1268.569946,1124.827759,2335398
2015-10-26,1274.500000,1274.500000,1257.550049,1268.280029,1124.570801,1414630
2015-10-27,1265.030029,1272.449951,1260.180054,1265.550049,1122.150146,1530420
2015-10-28,1255.030029,1266.780029,1255.030029,1264.550049,1121.263794,1255342
2015-10-29,1266.780029,1267.699951,1245.030029,1247.680054,1106.305176,3130316
2015-10-30,1250.000000,1255.949951,1242.500000,1247.599976,1106.234375,1516696
2015-11-02,1250.000000,1261.400024,1243.780029,1258.680054,1116.058594,1319294
2015-11-03,1264.000000,1273.900024,1259.250000,1271.719971,1127.620972,1364906
2015-11-04,1272.500000,1273.599976,1260.000000,1266.900024,1123.347046,991434
2015-11-05,1265.400024,1267.469971,1240.000000,1241.319946,1100.665649,1596098
2015-11-06,1246.000000,1259.119995,1241.719971,1252.880005,1110.915527,908024
2015-11-09,1247.500000,1251.380005,1234.300049,1235.680054,1095.664795,2021556
2015-11-10,1236.469971,1238.500000,1225.000000,1229.069946,1089.803833,1361920
2015-11-13,1219.030029,1219.030029,1193.280029,1198.699951,1062.874756,2743232
2015-11-16,1195.000000,1195.000000,1178.000000,1187.300049,1052.766968,2043528
2015-11-17,1190.250000,1199.219971,1187.500000,1195.280029,1059.842529,1985028
2015-11-18,1194.449951,1194.449951,1173.000000,1175.719971,1042.498779,1520352
2015-11-19,1182.680054,1190.800049,1176.000000,1181.280029,1047.428955,1866906
2015-11-20,1183.250000,1211.780029,1180.969971,1199.180054,1063.300537,2012126
2015-11-23,1202.650024,1206.699951,1191.119995,1195.530029,1060.064331,1088082
2015-11-24,1190.030029,1196.219971,1182.750000,1183.969971,1049.814209,998640
2015-11-26,1188.949951,1191.199951,1168.930054,1172.780029,1039.891968,2915292
2015-11-27,1174.000000,1179.719971,1166.250000,1176.680054,1043.350098,1737206
2015-11-30,1182.500000,1195.619995,1175.069946,1186.780029,1052.305786,4100048
2015-12-01,1181.449951,1189.030029,1178.530029,1180.949951,1047.135986,1721994
2015-12-02,1189.000000,1189.050049,1173.250000,1182.599976,1048.599243,1640296
2015-12-03,1180.000000,1186.500000,1173.500000,1175.380005,1042.197266,2283358
2015-12-04,1170.000000,1173.650024,1160.550049,1164.199951,1032.284302,1246092
2015-12-07,1166.099976,1171.949951,1157.619995,1159.900024,1028.471436,1382604
2015-12-08,1159.699951,1174.500000,1158.650024,1164.500000,1032.550293,1139964
2015-12-09,1168.949951,1186.400024,1160.000000,1183.819946,1049.681030,5282806
2015-12-10,1184.500000,1195.599976,1176.000000,1192.280029,1057.182251,1723988
2015-12-11,1191.500000,1195.969971,1181.619995,1193.000000,1057.820923,1652378
2015-12-14,1167.599976,1193.500000,1165.300049,1189.219971,1054.469360,2718532
2015-12-15,1189.219971,1192.500000,1181.530029,1187.930054,1053.325317,1135868
2015-12-16,1192.000000,1207.250000,1192.000000,1204.199951,1067.751953,1435934
2015-12-17,1207.500000,1222.500000,1196.680054,1219.880005,1081.655151,1618844
2015-12-18,1210.000000,1217.099976,1200.319946,1208.400024,1071.475830,3024970
2015-12-21,1209.969971,1225.000000,1203.430054,1223.199951,1084.598633,1610104
2015-12-22,1220.000000,1220.000000,1200.000000,1202.530029,1066.271118,1560858
2015-12-23,1207.500000,1217.500000,1205.280029,1212.900024,1075.465942,849834
2015-12-24,1210.500000,1219.099976,1202.000000,1217.119995,1079.207886,843160
2015-12-28,1214.000000,1233.199951,1210.099976,1231.349976,1091.825195,3704198
2015-12-29,1229.180054,1232.650024,1222.880005,1227.900024,1088.766235,1708524
2015-12-30,1226.530029,1229.500000,1206.150024,1209.150024,1072.140869,1605762
2015-12-31,1207.880005,1224.250000,1203.750000,1218.430054,1080.369507,1240318
2016-01-01,1219.500000,1219.500000,1206.119995,1208.199951,1071.298584,712262
2016-01-04,1205.069946,1207.000000,1183.030029,1184.800049,1050.550049,1870184
2016-01-05,1192.500000,1193.300049,1170.500000,1174.469971,1041.390747,2678020
2016-01-06,1175.099976,1193.069946,1175.099976,1190.800049,1055.870239,2653228
2016-01-07,1185.000000,1191.449951,1180.000000,1185.619995,1051.276855,3199580
2016-01-08,1192.500000,1203.680054,1186.250000,1198.800049,1062.963623,1907544
2016-01-11,1191.250000,1192.000000,1174.430054,1181.180054,1047.340210,2930228
2016-01-12,1181.349976,1182.500000,1150.800049,1163.530029,1031.689941,3482594
2016-01-13,1158.500000,1163.500000,1127.550049,1139.599976,1010.471619,4746092
2016-01-14,1136.500000,1149.449951,1125.000000,1139.400024,1010.294434,2742052
2016-01-15,1144.430054,1145.849976,1127.500000,1130.550049,1002.447266,3269408
2016-01-18,1131.000000,1145.949951,1130.000000,1138.819946,1009.780212,2213922
2016-01-19,1138.500000,1150.000000,1134.150024,1139.650024,1010.516235,967910
2016-01-20,1136.900024,1142.500000,1121.500000,1140.050049,1010.870728,1615954
2016-01-21,1142.500000,1144.949951,1122.880005,1127.250000,1004.366516,2675536
2016-01-22,1136.500000,1151.030029,1130.000000,1147.880005,1022.747437,1343178
2016-01-25,1150.949951,1169.500000,1145.750000,1152.319946,1026.703613,1397560
2016-01-27,1151.000000,1164.969971,1140.949951,1159.880005,1033.439453,1626986
2016-01-28,1157.750000,1174.449951,1154.030029,1165.599976,1038.535767,3106660
2016-01-29,1179.349976,1200.000000,1167.530029,1195.650024,1065.310059,2235744
2016-02-01,1195.550049,1206.469971,1179.500000,1201.349976,1070.388550,1495274
2016-02-02,1204.500000,1216.500000,1189.849976,1199.050049,1068.339478,1475588
2016-02-03,1193.750000,1214.949951,1180.150024,1208.150024,1076.447510,1308692
2016-02-04,1210.949951,1220.000000,1201.000000,1210.030029,1078.122314,1250046
2016-02-05,1204.050049,1219.969971,1204.050049,1210.969971,1078.960083,1402996
2016-02-08,1200.000000,1206.030029,1173.500000,1181.469971,1052.675659,1063658
2016-02-09,1166.800049,1166.800049,1127.800049,1140.699951,1016.350159,2489610
2016-02-10,1137.500000,1144.949951,1129.050049,1134.400024,1010.737122,1890732
2016-02-11,1140.000000,1144.500000,1085.819946,1098.969971,979.169250,1962408
2016-02-12,1100.000000,1121.699951,1082.000000,1113.300049,991.937012,2172568
2016-02-15,1125.000000,1153.430054,1120.000000,1134.569946,1010.888367,2479712
2016-02-16,1133.000000,1141.000000,1121.500000,1132.780029,1009.293518,1588702
2016-02-17,1132.500000,1139.819946,1123.199951,1137.780029,1013.748657,1585178
2016-02-18,1142.500000,1159.880005,1139.000000,1157.930054,1031.701904,1529140
2016-02-19,1153.680054,1163.500000,1152.719971,1159.819946,1033.385986,879012
2016-02-22,1160.119995,1171.500000,1152.500000,1157.949951,1031.720093,1324884
2016-02-23,1155.119995,1159.949951,1128.380005,1132.000000,1008.598694,1306852
2016-02-24,1131.219971,1131.219971,1100.599976,1105.469971,984.960754,1659328
2016-02-25,1109.900024,1114.000000,1092.819946,1106.430054,985.816162,1830556
2016-02-26,1114.849976,1128.449951,1099.800049,1105.250000,984.764709,1537536
2016-02-29,1118.500000,1118.500000,1057.500000,1088.400024,969.751526,2191718
2016-03-01,1096.500000,1142.550049,1081.000000,1138.319946,1014.229797,1999760
2016-03-02,1152.500000,1165.000000,1128.119995,1159.430054,1033.038574,1527486
2016-03-03,1168.000000,1195.500000,1150.500000,1186.569946,1057.220093,2648284
2016-03-04,1190.000000,1190.000000,1174.780029,1178.780029,1050.279053,1512966
2016-03-08,1171.050049,1183.500000,1152.099976,1177.150024,1048.826660,1268152
2016-03-09,1170.500000,1184.699951,1147.569946,1178.619995,1050.136475,2017784
2016-03-10,1178.030029,1179.930054,1157.469971,1174.150024,1046.153687,1661666
2016-03-11,1170.000000,1195.430054,1167.500000,1182.619995,1053.700562,1530528
2016-03-14,1181.000000,1199.000000,1170.000000,1177.500000,1049.138672,1636742
2016-03-15,1174.530029,1181.750000,1160.050049,1164.949951,1037.956665,1623356
2016-03-16,1157.500000,1166.000000,1153.449951,1163.530029,1036.691528,1918246
2016-03-17,1167.000000,1180.900024,1166.000000,1176.030029,1047.828857,2221088
2016-03-18,1180.000000,1215.000000,1180.000000,1212.930054,1080.706421,3204070
2016-03-21,1213.000000,1227.469971,1210.000000,1223.119995,1089.785278,2336982
2016-03-22,1221.000000,1242.500000,1218.250000,1236.550049,1101.751587,1951984
2016-03-23,1243.949951,1243.949951,1228.650024,1236.900024,1102.063477,2278434
2016-03-28,1245.500000,1258.569946,1230.780029,1236.699951,1101.885376,3320882
2016-03-29,1239.000000,1243.469971,1227.500000,1234.699951,1100.102905,1838796
2016-03-30,1235.449951,1252.500000,1230.000000,1244.750000,1109.057373,2136504
2016-03-31,1239.150024,1275.000000,1236.069946,1260.150024,1122.778564,4363964
2016-04-01,1252.500000,1260.430054,1217.050049,1226.949951,1093.197510,3041400
2016-04-04,1228.000000,1244.000000,1223.500000,1235.619995,1100.922852,1752352
2016-04-05,1235.400024,1242.449951,1221.030029,1231.380005,1097.145020,1491794
2016-04-06,1235.000000,1244.500000,1229.680054,1240.949951,1105.671875,1763150
2016-04-07,1240.000000,1242.349976,1228.500000,1235.400024,1100.726929,2390942
2016-04-08,1233.000000,1236.849976,1213.500000,1216.030029,1083.468262,1399500
2016-04-11,1216.500000,1258.500000,1206.500000,1253.319946,1116.693359,2400648
2016-04-12,1249.000000,1262.500000,1244.050049,1259.069946,1121.816284,1303628
2016-04-13,1265.000000,1272.500000,1256.250000,1263.099976,1125.407227,1601468
2016-04-18,1226.500000,1276.750000,1220.000000,1259.880005,1122.538330,7121504
2016-04-20,1267.449951,1267.449951,1220.000000,1225.180054,1091.621094,6405024
2016-04-21,1225.500000,1233.699951,1206.099976,1212.199951,1080.055786,2525724
2016-04-22,1209.500000,1217.699951,1202.099976,1208.530029,1076.786133,1964126
2016-04-25,1201.150024,1228.530029,1201.150024,1225.619995,1092.012695,2267654
2016-04-26,1224.500000,1246.750000,1221.000000,1244.900024,1109.191284,2554368
2016-04-27,1240.000000,1257.300049,1237.949951,1255.550049,1118.680542,1848670
2016-04-28,1250.650024,1270.000000,1249.050049,1263.880005,1126.102173,4992744
2016-04-29,1258.500000,1271.000000,1255.000000,1267.750000,1129.550293,2372178
2016-05-02,1264.500000,1265.000000,1250.000000,1263.349976,1125.629883,1116692
2016-05-03,1262.500000,1265.000000,1236.000000,1239.050049,1103.979004,2153118
2016-05-04,1236.949951,1247.030029,1228.500000,1239.000000,1103.934326,1364892
2016-05-05,1239.000000,1244.969971,1231.780029,1235.150024,1100.504150,1246566
2016-05-06,1232.500000,1242.150024,1215.500000,1236.699951,1101.885376,885598
2016-05-09,1236.699951,1259.000000,1228.199951,1256.280029,1119.330566,1821276
2016-05-10,1257.500000,1266.969971,1248.000000,1261.449951,1123.936890,1158534
2016-05-11,1250.000000,1262.800049,1245.000000,1259.150024,1121.887573,1598716
2016-05-12,1260.280029,1284.949951,1260.280029,1283.099976,1143.227173,1513082
2016-05-13,1282.500000,1283.000000,1255.069946,1261.699951,1124.159790,1621730
2016-05-16,1269.000000,1282.400024,1261.250000,1275.569946,1136.517822,1111526
2016-05-17,1282.099976,1295.619995,1276.000000,1285.099976,1145.009033,1756698
2016-05-18,1282.930054,1282.930054,1263.030029,1275.550049,1136.499878,1500740
2016-05-19,1277.500000,1280.000000,1263.050049,1278.469971,1139.101685,1038792
2016-05-20,1271.150024,1282.900024,1261.400024,1264.650024,1126.788208,1230918
2016-05-23,1272.000000,1272.949951,1240.099976,1245.719971,1109.921753,1533016
2016-05-24,1242.000000,1244.119995,1229.800049,1233.849976,1099.345703,1339158
